"Question_Code","Short_Description","Related_Variables","Answer_code","Answer_meaning"
"SUTOUTODG","RCVD OUTPATIENT TREATMENT FOR OTHER DRUG USE - PST 12 MOS","(TXSBSUOL)","98","BLANK (NO ANSWER)"
"SUTOUTODG","RCVD OUTPATIENT TREATMENT FOR OTHER DRUG USE - PST 12 MOS","(TXSBSUOL)","99","LEGITIMATE SKIP"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","1","For alcohol use only"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","2","For drug use only"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","3","For both alcohol and drug use"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","4","For alcohol use only LOGICALLY ASSIGNED"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","5","For drug use only LOGICALLY ASSIGNED"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","85","BAD DATA Logically assigned"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","94","DON'T KNOW"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","97","REFUSED"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","98","BLANK (NO ANSWER)"
"SUTPHVIADB","SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR","(TXSBSRVA)","99","LEGITIMATE SKIP"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","1","For alcohol use only"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","2","For drug use only"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","3","For both alcohol and drug use"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","4","For alcohol use only LOGICALLY ASSIGNED"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","5","For drug use only LOGICALLY ASSIGNED"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","85","BAD DATA Logically assigned"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","94","DON'T KNOW"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","97","REFUSED"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","98","BLANK (NO ANSWER)"
"SUTPEERADB","SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR","(TXSBSRVD)","99","LEGITIMATE SKIP"
"SUTUNCOST","UNMET SUB TRMT NEED: TREATMENT COST TOO MUCH","(TXSBNOA)","1","Yes"
"SUTUNCOST","UNMET SUB TRMT NEED: TREATMENT COST TOO MUCH","(TXSBNOA)","2","No"
"SUTUNCOST","UNMET SUB TRMT NEED: TREATMENT COST TOO MUCH","(TXSBNOA)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNCOST","UNMET SUB TRMT NEED: TREATMENT COST TOO MUCH","(TXSBNOA)","94","DON'T KNOW"
"SUTUNCOST","UNMET SUB TRMT NEED: TREATMENT COST TOO MUCH","(TXSBNOA)","97","REFUSED"
"SUTUNCOST","UNMET SUB TRMT NEED: TREATMENT COST TOO MUCH","(TXSBNOA)","98","BLANK (NO ANSWER)"
"SUTUNCOST","UNMET SUB TRMT NEED: TREATMENT COST TOO MUCH","(TXSBNOA)","99","LEGITIMATE SKIP"
"SUTUNINSCV","UNMET SUB TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT","(TXSBNOB)","1","Yes"
"SUTUNINSCV","UNMET SUB TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT","(TXSBNOB)","2","No"
"SUTUNINSCV","UNMET SUB TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT","(TXSBNOB)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNINSCV","UNMET SUB TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT","(TXSBNOB)","94","DON'T KNOW"
"SUTUNINSCV","UNMET SUB TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT","(TXSBNOB)","97","REFUSED"
"SUTUNINSCV","UNMET SUB TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT","(TXSBNOB)","98","BLANK (NO ANSWER)"
"SUTUNINSCV","UNMET SUB TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT","(TXSBNOB)","99","LEGITIMATE SKIP"
"SUTUNENFCV","UNMET SUB TRMT NEED: HEALTH INSURANCE DID NOT COVER ENOUGH","(TXSBNOC)","1","Yes"
"SUTUNENFCV","UNMET SUB TRMT NEED: HEALTH INSURANCE DID NOT COVER ENOUGH","(TXSBNOC)","2","No"
"SUTUNENFCV","UNMET SUB TRMT NEED: HEALTH INSURANCE DID NOT COVER ENOUGH","(TXSBNOC)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNENFCV","UNMET SUB TRMT NEED: HEALTH INSURANCE DID NOT COVER ENOUGH","(TXSBNOC)","94","DON'T KNOW"
"SUTUNENFCV","UNMET SUB TRMT NEED: HEALTH INSURANCE DID NOT COVER ENOUGH","(TXSBNOC)","97","REFUSED"
"SUTUNENFCV","UNMET SUB TRMT NEED: HEALTH INSURANCE DID NOT COVER ENOUGH","(TXSBNOC)","98","BLANK (NO ANSWER)"
"SUTUNENFCV","UNMET SUB TRMT NEED: HEALTH INSURANCE DID NOT COVER ENOUGH","(TXSBNOC)","99","LEGITIMATE SKIP"
"SUTUNWHER","UNMET SUB TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT","(TXSBNOD)","1","Yes"
"SUTUNWHER","UNMET SUB TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT","(TXSBNOD)","2","No"
"SUTUNWHER","UNMET SUB TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT","(TXSBNOD)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNWHER","UNMET SUB TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT","(TXSBNOD)","94","DON'T KNOW"
"SUTUNWHER","UNMET SUB TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT","(TXSBNOD)","97","REFUSED"
"SUTUNWHER","UNMET SUB TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT","(TXSBNOD)","98","BLANK (NO ANSWER)"
"SUTUNWHER","UNMET SUB TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT","(TXSBNOD)","99","LEGITIMATE SKIP"
"SUTUNNOFND","UNMET SUB TRMT NEED: COULD NOT FIND PREFERRED PROVIDER","(TXSBNOE)","1","Yes"
"SUTUNNOFND","UNMET SUB TRMT NEED: COULD NOT FIND PREFERRED PROVIDER","(TXSBNOE)","2","No"
"SUTUNNOFND","UNMET SUB TRMT NEED: COULD NOT FIND PREFERRED PROVIDER","(TXSBNOE)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNNOFND","UNMET SUB TRMT NEED: COULD NOT FIND PREFERRED PROVIDER","(TXSBNOE)","94","DON'T KNOW"
"SUTUNNOFND","UNMET SUB TRMT NEED: COULD NOT FIND PREFERRED PROVIDER","(TXSBNOE)","97","REFUSED"
"SUTUNNOFND","UNMET SUB TRMT NEED: COULD NOT FIND PREFERRED PROVIDER","(TXSBNOE)","98","BLANK (NO ANSWER)"
"SUTUNNOFND","UNMET SUB TRMT NEED: COULD NOT FIND PREFERRED PROVIDER","(TXSBNOE)","99","LEGITIMATE SKIP"
"SUTUNNOOPN","UNMET SUB TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER","(TXSBNOF)","1","Yes"
"SUTUNNOOPN","UNMET SUB TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER","(TXSBNOF)","2","No"
"SUTUNNOOPN","UNMET SUB TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER","(TXSBNOF)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNNOOPN","UNMET SUB TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER","(TXSBNOF)","94","DON'T KNOW"
"SUTUNNOOPN","UNMET SUB TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER","(TXSBNOF)","97","REFUSED"
"SUTUNNOOPN","UNMET SUB TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER","(TXSBNOF)","98","BLANK (NO ANSWER)"
"SUTUNNOOPN","UNMET SUB TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER","(TXSBNOF)","99","LEGITIMATE SKIP"
"SUTUNPROBS","UNMET SUB TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES","(TXSBNOG)","1","Yes"
"SUTUNPROBS","UNMET SUB TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES","(TXSBNOG)","2","No"
"SUTUNPROBS","UNMET SUB TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES","(TXSBNOG)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNPROBS","UNMET SUB TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES","(TXSBNOG)","94","DON'T KNOW"
"SUTUNPROBS","UNMET SUB TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES","(TXSBNOG)","97","REFUSED"
"SUTUNPROBS","UNMET SUB TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES","(TXSBNOG)","98","BLANK (NO ANSWER)"
"SUTUNPROBS","UNMET SUB TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES","(TXSBNOG)","99","LEGITIMATE SKIP"
"SUTUNTIME","UNMET SUB TRMT NEED: NOT ENOUGH TIME FOR TREATMENT","(TXSBNOH)","1","Yes"
"SUTUNTIME","UNMET SUB TRMT NEED: NOT ENOUGH TIME FOR TREATMENT","(TXSBNOH)","2","No"
"SUTUNTIME","UNMET SUB TRMT NEED: NOT ENOUGH TIME FOR TREATMENT","(TXSBNOH)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNTIME","UNMET SUB TRMT NEED: NOT ENOUGH TIME FOR TREATMENT","(TXSBNOH)","94","DON'T KNOW"
"SUTUNTIME","UNMET SUB TRMT NEED: NOT ENOUGH TIME FOR TREATMENT","(TXSBNOH)","97","REFUSED"
"SUTUNTIME","UNMET SUB TRMT NEED: NOT ENOUGH TIME FOR TREATMENT","(TXSBNOH)","98","BLANK (NO ANSWER)"
"SUTUNTIME","UNMET SUB TRMT NEED: NOT ENOUGH TIME FOR TREATMENT","(TXSBNOH)","99","LEGITIMATE SKIP"
"SUTUNPRIV","UNMET SUB TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE","(TXSBNOI)","1","Yes"
"SUTUNPRIV","UNMET SUB TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE","(TXSBNOI)","2","No"
"SUTUNPRIV","UNMET SUB TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE","(TXSBNOI)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNPRIV","UNMET SUB TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE","(TXSBNOI)","94","DON'T KNOW"
"SUTUNPRIV","UNMET SUB TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE","(TXSBNOI)","97","REFUSED"
"SUTUNPRIV","UNMET SUB TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE","(TXSBNOI)","98","BLANK (NO ANSWER)"
"SUTUNPRIV","UNMET SUB TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE","(TXSBNOI)","99","LEGITIMATE SKIP"
"SUTUNPTHNK","UNMET SUB TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY","(TXSBNOJ)","1","Yes"
"SUTUNPTHNK","UNMET SUB TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY","(TXSBNOJ)","2","No"
"SUTUNPTHNK","UNMET SUB TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY","(TXSBNOJ)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNPTHNK","UNMET SUB TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY","(TXSBNOJ)","94","DON'T KNOW"
"SUTUNPTHNK","UNMET SUB TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY","(TXSBNOJ)","97","REFUSED"
"SUTUNPTHNK","UNMET SUB TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY","(TXSBNOJ)","98","BLANK (NO ANSWER)"
"SUTUNPTHNK","UNMET SUB TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY","(TXSBNOJ)","99","LEGITIMATE SKIP"
"SUTUNCONSQ","UNMET SUB TRMT NEED: WORRIED LOSS OF JOB, HOME, CHLDRN, ETC","(TXSBNOK)","1","Yes"
"SUTUNCONSQ","UNMET SUB TRMT NEED: WORRIED LOSS OF JOB, HOME, CHLDRN, ETC","(TXSBNOK)","2","No"
"SUTUNCONSQ","UNMET SUB TRMT NEED: WORRIED LOSS OF JOB, HOME, CHLDRN, ETC","(TXSBNOK)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNCONSQ","UNMET SUB TRMT NEED: WORRIED LOSS OF JOB, HOME, CHLDRN, ETC","(TXSBNOK)","94","DON'T KNOW"
"SUTUNCONSQ","UNMET SUB TRMT NEED: WORRIED LOSS OF JOB, HOME, CHLDRN, ETC","(TXSBNOK)","97","REFUSED"
"SUTUNCONSQ","UNMET SUB TRMT NEED: WORRIED LOSS OF JOB, HOME, CHLDRN, ETC","(TXSBNOK)","98","BLANK (NO ANSWER)"
"SUTUNCONSQ","UNMET SUB TRMT NEED: WORRIED LOSS OF JOB, HOME, CHLDRN, ETC","(TXSBNOK)","99","LEGITIMATE SKIP"
"SUTUNSTART","UNMET SUB TRMT NEED: NOT READY TO START TREATMENT","(TXSBNOL)","1","Yes"
"SUTUNSTART","UNMET SUB TRMT NEED: NOT READY TO START TREATMENT","(TXSBNOL)","2","No"
"SUTUNSTART","UNMET SUB TRMT NEED: NOT READY TO START TREATMENT","(TXSBNOL)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNSTART","UNMET SUB TRMT NEED: NOT READY TO START TREATMENT","(TXSBNOL)","94","DON'T KNOW"
"SUTUNSTART","UNMET SUB TRMT NEED: NOT READY TO START TREATMENT","(TXSBNOL)","97","REFUSED"
"SUTUNSTART","UNMET SUB TRMT NEED: NOT READY TO START TREATMENT","(TXSBNOL)","98","BLANK (NO ANSWER)"
"SUTUNSTART","UNMET SUB TRMT NEED: NOT READY TO START TREATMENT","(TXSBNOL)","99","LEGITIMATE SKIP"
"SUTUNQUIT","UNMET SUB TRMT NEED: NOT RDY TO STOP/CUT BCK ON ALC/DRUG USE","(TXSBNOM)","1","Yes"
"SUTUNQUIT","UNMET SUB TRMT NEED: NOT RDY TO STOP/CUT BCK ON ALC/DRUG USE","(TXSBNOM)","2","No"
"SUTUNQUIT","UNMET SUB TRMT NEED: NOT RDY TO STOP/CUT BCK ON ALC/DRUG USE","(TXSBNOM)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNQUIT","UNMET SUB TRMT NEED: NOT RDY TO STOP/CUT BCK ON ALC/DRUG USE","(TXSBNOM)","94","DON'T KNOW"
"SUTUNQUIT","UNMET SUB TRMT NEED: NOT RDY TO STOP/CUT BCK ON ALC/DRUG USE","(TXSBNOM)","97","REFUSED"
"SUTUNQUIT","UNMET SUB TRMT NEED: NOT RDY TO STOP/CUT BCK ON ALC/DRUG USE","(TXSBNOM)","98","BLANK (NO ANSWER)"
"SUTUNQUIT","UNMET SUB TRMT NEED: NOT RDY TO STOP/CUT BCK ON ALC/DRUG USE","(TXSBNOM)","99","LEGITIMATE SKIP"
"SUTUNHNDL","UNMET SUB TRMT NEED: THGHT COULD HANDLE ALC/DRUG USE ON OWN","(TXSBNON)","1","Yes"
"SUTUNHNDL","UNMET SUB TRMT NEED: THGHT COULD HANDLE ALC/DRUG USE ON OWN","(TXSBNON)","2","No"
"SUTUNHNDL","UNMET SUB TRMT NEED: THGHT COULD HANDLE ALC/DRUG USE ON OWN","(TXSBNON)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNHNDL","UNMET SUB TRMT NEED: THGHT COULD HANDLE ALC/DRUG USE ON OWN","(TXSBNON)","94","DON'T KNOW"
"SUTUNHNDL","UNMET SUB TRMT NEED: THGHT COULD HANDLE ALC/DRUG USE ON OWN","(TXSBNON)","97","REFUSED"
"SUTUNHNDL","UNMET SUB TRMT NEED: THGHT COULD HANDLE ALC/DRUG USE ON OWN","(TXSBNON)","98","BLANK (NO ANSWER)"
"SUTUNHNDL","UNMET SUB TRMT NEED: THGHT COULD HANDLE ALC/DRUG USE ON OWN","(TXSBNON)","99","LEGITIMATE SKIP"
"SUTUNFFLKE","UNMET SUB TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE","(TXSBNOO)","1","Yes"
"SUTUNFFLKE","UNMET SUB TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE","(TXSBNOO)","2","No"
"SUTUNFFLKE","UNMET SUB TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE","(TXSBNOO)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNFFLKE","UNMET SUB TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE","(TXSBNOO)","94","DON'T KNOW"
"SUTUNFFLKE","UNMET SUB TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE","(TXSBNOO)","97","REFUSED"
"SUTUNFFLKE","UNMET SUB TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE","(TXSBNOO)","98","BLANK (NO ANSWER)"
"SUTUNFFLKE","UNMET SUB TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE","(TXSBNOO)","99","LEGITIMATE SKIP"
"SUTUNFORCE","UNMET SUB TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL","(TXSBNOP)","1","Yes"
"SUTUNFORCE","UNMET SUB TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL","(TXSBNOP)","2","No"
"SUTUNFORCE","UNMET SUB TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL","(TXSBNOP)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNFORCE","UNMET SUB TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL","(TXSBNOP)","94","DON'T KNOW"
"SUTUNFORCE","UNMET SUB TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL","(TXSBNOP)","97","REFUSED"
"SUTUNFORCE","UNMET SUB TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL","(TXSBNOP)","98","BLANK (NO ANSWER)"
"SUTUNFORCE","UNMET SUB TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL","(TXSBNOP)","99","LEGITIMATE SKIP"
"SUTUNNOHLP","UNMET SUB TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP","(TXSBNOQ)","1","Yes"
"SUTUNNOHLP","UNMET SUB TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP","(TXSBNOQ)","2","No"
"SUTUNNOHLP","UNMET SUB TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP","(TXSBNOQ)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNNOHLP","UNMET SUB TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP","(TXSBNOQ)","94","DON'T KNOW"
"SUTUNNOHLP","UNMET SUB TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP","(TXSBNOQ)","97","REFUSED"
"SUTUNNOHLP","UNMET SUB TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP","(TXSBNOQ)","98","BLANK (NO ANSWER)"
"SUTUNNOHLP","UNMET SUB TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP","(TXSBNOQ)","99","LEGITIMATE SKIP"
"SUTUNCARE","UNMET SUB TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER","(TXSBNOR)","1","Yes"
"SUTUNCARE","UNMET SUB TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER","(TXSBNOR)","2","No"
"SUTUNCARE","UNMET SUB TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER","(TXSBNOR)","91","NEVER USED ALCOHOL OR DRUGS"
"SUTUNCARE","UNMET SUB TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER","(TXSBNOR)","94","DON'T KNOW"
"SUTUNCARE","UNMET SUB TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER","(TXSBNOR)","97","REFUSED"
"SUTUNCARE","UNMET SUB TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER","(TXSBNOR)","98","BLANK (NO ANSWER)"
"SUTUNCARE","UNMET SUB TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER","(TXSBNOR)","99","LEGITIMATE SKIP"
"IRSUTSUPPGRP","PARTICIPATED IN SUPPORT GRP FOR SUBSTANCE USE - PY - IMP REV","","0","No"
"IRSUTSUPPGRP","PARTICIPATED IN SUPPORT GRP FOR SUBSTANCE USE - PY - IMP REV","","1","Yes"
"IISUTSUPPGRP","PARTICIPATED IN SUPPORT GRP FOR SUBSTANCE USE - PY - IMP IND","","1","Questionnaire data"
"IISUTSUPPGRP","PARTICIPATED IN SUPPORT GRP FOR SUBSTANCE USE - PY - IMP IND","","2","Logically assigned data"
"IISUTSUPPGRP","PARTICIPATED IN SUPPORT GRP FOR SUBSTANCE USE - PY - IMP IND","","3","Statistically imputed data"
"IISUTSUPPGRP","PARTICIPATED IN SUPPORT GRP FOR SUBSTANCE USE - PY - IMP IND","","9","LEGITIMATE SKIP"
"IRSUTERED","SEEN IN EMERGENCY ROOM/DEPT FOR SUBSTANCE USE - PY - IMP REV","","0","No"
"IRSUTERED","SEEN IN EMERGENCY ROOM/DEPT FOR SUBSTANCE USE - PY - IMP REV","","1","Yes"
"IISUTERED","SEEN IN EMERGENCY ROOM/DEPT FOR SUBSTANCE USE - PY - IMP IND","","1","Questionnaire data"
"IISUTERED","SEEN IN EMERGENCY ROOM/DEPT FOR SUBSTANCE USE - PY - IMP IND","","2","Logically assigned data"
"IISUTERED","SEEN IN EMERGENCY ROOM/DEPT FOR SUBSTANCE USE - PY - IMP IND","","3","Statistically imputed data"
"IISUTERED","SEEN IN EMERGENCY ROOM/DEPT FOR SUBSTANCE USE - PY - IMP IND","","9","LEGITIMATE SKIP"
"IRSUTINHOSP","RCVD SUB TRMT AT HOSPITAL AS INPATIENT - PY - IMP REV","","0","No"
"IRSUTINHOSP","RCVD SUB TRMT AT HOSPITAL AS INPATIENT - PY - IMP REV","","1","Yes"
"IISUTINHOSP","RCVD SUB TRMT AT HOSPITAL AS INPATIENT - PY - IMP IND","","1","Questionnaire data"
"IISUTINHOSP","RCVD SUB TRMT AT HOSPITAL AS INPATIENT - PY - IMP IND","","2","Logically assigned data"
"IISUTINHOSP","RCVD SUB TRMT AT HOSPITAL AS INPATIENT - PY - IMP IND","","3","Statistically imputed data"
"IISUTINHOSP","RCVD SUB TRMT AT HOSPITAL AS INPATIENT - PY - IMP IND","","9","LEGITIMATE SKIP"
"IRSUTINRHAB","RCVD SUB TRMT AT RSDNTL SUB REHAB/TRMT CTR - PY - IMP REV","","0","No"
"IRSUTINRHAB","RCVD SUB TRMT AT RSDNTL SUB REHAB/TRMT CTR - PY - IMP REV","","1","Yes"
"IISUTINRHAB","RCVD SUB TRMT AT RSDNTL SUB REHAB/TRMT CTR - PY - IMP IND","","1","Questionnaire data"
"IISUTINRHAB","RCVD SUB TRMT AT RSDNTL SUB REHAB/TRMT CTR - PY - IMP IND","","2","Logically assigned data"
"IISUTINRHAB","RCVD SUB TRMT AT RSDNTL SUB REHAB/TRMT CTR - PY - IMP IND","","3","Statistically imputed data"
"IISUTINRHAB","RCVD SUB TRMT AT RSDNTL SUB REHAB/TRMT CTR - PY - IMP IND","","9","LEGITIMATE SKIP"
"IRSUTINRSMH","RCVD SUB TRMT AT RSDNTL MNTL HLTH TRMT CTR - PY - IMP REV","","0","No"
"IRSUTINRSMH","RCVD SUB TRMT AT RSDNTL MNTL HLTH TRMT CTR - PY - IMP REV","","1","Yes"
"IISUTINRSMH","RCVD SUB TRMT AT RSDNTL MNTL HLTH TRMT CTR - PY - IMP IND","","1","Questionnaire data"
"IISUTINRSMH","RCVD SUB TRMT AT RSDNTL MNTL HLTH TRMT CTR - PY - IMP IND","","3","Statistically imputed data"
"IISUTINRSMH","RCVD SUB TRMT AT RSDNTL MNTL HLTH TRMT CTR - PY - IMP IND","","9","LEGITIMATE SKIP"
"IRSUTINOPL","RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP REV","","0","No"
"IRSUTINOPL","RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP REV","","1","Yes"
"IISUTINOPL","RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP IND","","1","Questionnaire data"
"IISUTINOPL","RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP IND","","2","Logically assigned data"
"IISUTINOPL","RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP IND","","3","Statistically imputed data"
"IISUTINOPL","RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP IND","","9","LEGITIMATE SKIP"
"IRSUTOUTRHAB","RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP REV","","0","No"
"IRSUTOUTRHAB","RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP REV","","1","Yes"
"IISUTOUTRHAB","RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP IND","","1","Questionnaire data"
"IISUTOUTRHAB","RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP IND","","3","Statistically imputed data"
